"","AT","V","AP","RH","Output"
"2858",22.69,49.21,1012.64,46.83,449.01
"2859",12.65,44.34,1019.4,71.45,468.8
"2860",12.79,44.68,1022.51,99.55,465.75
"2861",13.01,41.17,1017.26,76.2,469.48
"2862",30.76,69.14,1007.63,71.24,431.67
"2863",22.56,47.43,1006.72,54.82,448.65
"2864",20.7,58.16,1016.73,68.19,453.22
"2865",21.09,50.9,1012.42,69.09,456.09
"2866",26.35,59.44,1012.16,63.73,443.73
"2867",35.1,68.27,1006.96,43.51,426.3
"2868",14.43,38.28,1014.76,79.76,467.12
"2869",16.32,43.56,1014.4,59.77,463.57
"2870",12.21,40.64,1020.31,83.84,464.03
"2871",32.13,69.98,1013.3,55.85,431.84
"2872",25.68,70.32,1009.08,90.48,431.32
"2873",24.4,62.26,1011.62,70.1,439.06
"2874",6.41,40.81,1026.57,93.51,484.49
"2875",23.38,65.06,1014.12,59.36,443.8
"2876",30.21,75.33,1002.24,66.71,431.46
"2877",22.88,50.23,1016.11,63.77,458.08
"2878",27.99,71.58,1010.68,68.99,435.99
"2879",16.01,49.64,1026.35,77.75,457.8
"2880",31.08,59.57,1010.76,60.49,442.88
"2881",23.09,70.02,1010.58,77.85,443.27
"2882",21.03,69.05,1002.17,75.35,444.35
"2883",12.05,49.83,1008.54,95.11,454.18
"2884",14.73,54.3,1016.75,67.13,463.63
"2885",32.56,68.14,1004.02,35.04,425.11
"2886",6.99,40.07,1014.83,54.36,490.11
"2887",18.84,40.79,1005.18,92.46,459.96
"2888",6.18,41.38,1020.23,81.38,490.81
"2889",13.72,49.83,1006.88,89.49,463.65
"2890",29.48,59.27,1010.99,51.23,440.72
"2891",14.35,39.39,1012.92,82.41,470.53
"2892",19.47,43.43,1011.66,69.93,451.38
"2893",26.92,73.17,1011.42,76.94,431.29
"2894",26.16,70.04,1009.63,73.22,432.56
"2895",19.77,49.39,1019.02,91.03,451.05
"2896",26.92,62.44,1011.09,70.8,437.99
"2897",27.54,75.6,1018.26,57.89,440.87
"2898",18.75,41.1,1001.97,59.6,458.31
"2899",26.29,68.24,1010.71,76.95,429.71
"2900",27.16,65.61,1014.21,47.93,441.33
"2901",16,39.16,1016.37,77.63,468.49
"2902",10.38,37.73,1021.5,75.02,475.02
"2903",30.29,74.16,1008.77,75.23,431.39
"2904",24.69,71.73,1010.13,70.54,436.78
"2905",14.16,40.89,1010.78,82.86,471.15
"2906",9.97,39.99,1010.09,95,477.31
"2907",21.96,51.43,1007.28,89.96,442.87
"2908",32.43,68.31,1010.09,42.22,439.75
"2909",27.99,69.89,1013.94,51.25,435.79
"2910",18.15,45.01,1013.06,72.4,455.21
"2911",8.83,43.56,1014.9,81.55,482.43
"2912",26.62,70.36,1005.15,84.99,441.28
"2913",32.96,68.31,1010.39,42.33,443.57
"2914",24.67,68.61,1010.71,57.47,450.64
"2915",27.06,70.47,1007,72.37,430.82
"2916",25,69.71,1009.23,80.92,438.38
"2917",15.47,38.73,1001.13,77.61,467.96
"2918",17.36,41.23,998.08,63.46,459.1
"2919",29.62,70.02,1010.09,43.1,439.35
"2920",13.54,40.69,1015.85,77.55,471.05
"2921",24.52,59.15,1014.03,74.83,439.55
"2922",9.73,38.56,1017.18,61.81,479.78
"2923",20.6,65.12,1015.53,71.57,452.86
"2924",25.16,68.08,1010.89,70.16,435.78
"2925",20.86,63.73,1008.54,96.83,440.42
"2926",10.31,45.01,1018.42,93.67,473.74
"2927",20.37,69.48,1011.04,84.31,445.81
"2928",17.58,44.9,1020.52,71.48,459.78
"2929",19.04,51.86,1018.05,79.01,458.64
"2930",25.38,71.73,1009.97,72.6,434.44
"2931",32.81,77.17,1009.17,53.13,430.53
"2932",19.41,67.32,1012.34,78.8,446.71
"2933",21.73,69.05,1001.31,86.64,439.01
"2934",22.29,56.89,1014.39,84.89,441.9
"2935",29.39,71.14,1010.97,53.88,430.5
"2936",20.08,58.12,1015.53,80.84,455.85
"2937",16.51,51.86,1022.37,81.18,442.48
"2938",14.47,42.99,1009.78,91.15,469
"2939",17.37,40.55,1001.19,71.42,460.97
"2940",17.03,43.99,1021.5,82.32,460.25
"2941",25.91,67.07,1005.66,60.12,441.74
"2942",6.03,40.78,1025.53,98.68,480.36
"2943",31.9,73.42,1010.82,60.58,432.27
"2944",20.03,47.45,1009.04,77.56,450.6
"2945",31.23,68.67,1005.82,52.1,436.58
"2946",13.8,45.08,1023.99,79.72,466.71
"2947",15.52,41.93,1022.97,52.92,471.97
"2948",23.68,51.3,1011.86,71.24,451.67
"2949",23.25,70.32,1009.28,86.52,437.96
"2950",24.58,49.02,1008.85,79.32,442.47
"2951",8.3,36.3,1015.97,60.62,480.58
"2952",9.27,42.02,1004.29,95.05,474.93
"2953",15.52,42.86,1015.09,83.48,467.12
"2954",30.71,68.24,1006.15,34.15,429.41
"2955",11.47,25.36,1008.27,95.4,469.51
"2956",30.51,70.94,1007.64,59.42,430.91
"2957",26.43,66.48,1004.36,55.9,435.59
"2958",28.65,70.32,1008.46,58.13,433.45
"2959",21.38,49.21,1012.49,53.77,449.66
"2960",19.97,59.21,1017.87,83.46,450.41
"2961",19.38,54.9,1017.08,70.46,454.1
"2962",17.77,44.6,1016.97,54.25,460.13
"2963",7.04,41.74,1021.91,88.55,488.99
"2964",30.3,69.51,1011.8,50.43,431.12
"2965",14.91,43.34,1015.15,81.56,461.27
"2966",26.87,69.23,1012.71,54.54,433.89
"2967",18.86,51.43,1010.27,86,446.91
"2968",20.77,43.77,1010.76,63.12,453.46
"2969",12.2,44.77,1018.64,76.1,469.41
"2970",16.17,41.79,1005.78,78.8,454.72
"2971",11.69,35.76,1019.02,55.6,471.72
"2972",9.17,40.67,1019.03,66.21,487.33
"2973",10.82,42.02,996.03,99.34,475.46
"2974",23.08,48.41,1008.44,82.35,443.5
"2975",12.74,39.13,1008.19,94.81,468.57
"2976",26.85,57.19,1007.9,60.04,438.01
"2977",28.44,69.4,1003.98,73.51,433.44
"2978",14.02,42.86,1030.86,68.36,467.29
"2979",14.57,41.79,1007.61,82.85,457.21
"2980",15.4,40.69,1015.1,70.25,471.66
"2981",16.75,42.23,1013.81,84.98,464.87
"2982",29.83,68.67,1005.33,71.15,434.28
"2983",26.25,66.56,1008.29,60.65,436.3
"2984",27.17,63.09,1015.59,68.33,443.66
"2985",27.49,71.94,1008.25,68.29,428.27
"2986",11.7,41.16,1017.98,95.71,462.94
"2987",24.37,73.42,1010.19,76.01,440.29
"2988",26.14,61.02,1010.13,66.71,436.17
"2989",15.91,38.62,1016.2,63.63,462.25
"2990",9.24,41.4,1030.72,87.36,476.9
"2991",14.09,41.66,1009.25,71.4,469.93
"2992",10.61,37.5,1008.8,100.13,472.9
"2993",28.72,76.86,999.31,71.74,431.74
"2994",16.61,25.88,1009.34,65.47,460.97
"2995",24.35,51.86,1014.34,67.22,442.81
"2996",26.95,72.24,1011.16,73.14,435.65
"2997",13.89,41.49,1020.02,86.47,469.6
"2998",20.98,47.43,1007.39,68.15,450
"2999",24.74,63.87,1016.91,55.65,447.02
"3000",16.12,45.87,1008.15,86.12,457.41
"3001",20.94,44.58,1016.98,59.65,463.69
"3002",21.01,58.96,1014.33,61.8,453.88
"3003",6.52,35.57,1025.37,78.32,486.06
"3004",13.14,43.71,1024.47,87.42,467.07
"3005",13.93,44.47,1025.35,81.54,469.25
"3006",14.46,45.87,1009.21,84.09,464.5
"3007",21.83,62.91,1011.07,91.34,443.76
"3008",9.97,41.26,1020.6,91.14,475.43
"3009",15.09,43.13,1015.71,54.36,466.87
"3010",25.63,71.58,1010.14,87.57,433.76
"3011",24.17,71.58,1010.16,89.96,436.27
"3012",18.6,43.56,1013.9,51.16,464.67
"3013",31.05,69.13,1000.38,58.49,426.31
"3014",10.19,37.14,1012.74,73.48,475.01
"3015",13.26,41.78,1009.77,61.69,467.78
"3016",9.66,41.82,1033.19,73.19,477.67
"3017",23.6,62.44,1011.52,78.12,440.66
"3018",15.91,71.14,1019.7,72.65,458.15
"3019",8.79,40.67,1019.5,66.3,489.02
"3020",30.88,67.83,1008.97,54.99,425.36
"3021",20.98,60.07,1016.26,67.18,446.26
"3022",14.2,42.86,1031.96,69.59,468.63
"3023",25.69,57.32,1012.34,44.18,441.43
"3024",23.65,59.92,1010.19,89.53,436.74
"3025",15.48,44.99,1011.94,69.95,463.92
"3026",10.64,39.61,1018.33,66.81,471.48
"3027",14.48,38.92,1015.6,90.05,470.63
"3028",10.47,43.14,1010.35,86.86,476.55
"3029",24.65,63.86,1018.37,56.15,442.89
"3030",16.2,45.76,1014.73,89.84,460.87
"3031",28.61,52.84,1006,45.73,437.39
"3032",23.13,61.47,1008.96,85.5,438.8
"3033",13.55,42.99,1007.58,97.55,470.82
"3034",18.71,54.9,1017.12,74.79,456.88
"3035",14.35,49.83,1006.39,91.23,462.54
"3036",29.79,69.34,1008.82,65.13,434.74
"3037",29.64,54.2,1013,39.56,438.12
"3038",15.11,45.01,1017.01,84.39,462.21
"3039",25.02,60.29,1017.49,54.75,445.61
"3040",23.61,49.16,1002.39,65.63,443.5
"3041",16.05,38.28,1014.38,73.89,466.75
"3042",19.59,59.87,1018.28,84.83,449.74
"3043",23.23,56.89,1012.87,75.43,441.85
"3044",9.41,43.5,1021,88.74,473.84
"3045",6.63,39.37,1020.33,76.18,489.16
"3046",27.89,69.88,1007.99,85.62,430.75
"3047",22.54,51.95,1007.29,79.28,447.29
"3048",14,40.8,1026.17,54.82,474.87
"3049",6.87,39.85,1012.66,83.34,486.26
"3050",30.47,70.02,1009.65,62.03,435.72
"3051",27.33,68.94,1007.04,61.83,431.96
"3052",13.7,34.03,1018.82,69.07,470.2
"3053",22.03,59.43,1006.88,82.05,442.9
"3054",30.32,74.22,1008.31,53.14,429.36
"3055",17.13,43.79,1016.09,58.94,465.3
"3056",26.3,71.94,1006.64,85.12,428.83
"3057",17.55,48.78,1016.81,91.27,455.11
"3058",23.34,59.14,1017.47,78.91,439.6
"3059",23.26,58.2,1016.72,57.98,446.87
"3060",8.07,41.17,1019.4,86.43,484.54
"3061",24.45,68.63,1013.38,45.35,446.33
"3062",18.41,49.69,1006.66,80.55,454.97
"3063",18.22,58.2,1017.09,81.92,451.04
"3064",16.54,42.86,1014.85,78,465.26
"3065",30.01,65.18,1012.87,43.95,436.91
"3066",29.19,67.51,1011.48,55.55,446.97
"3067",14.58,41.92,1030.42,61.96,462.69
"3068",19.41,64.45,1009.44,64.05,452.55
"3069",18.95,65.48,1018.17,71.85,452.85
"3070",11.36,40.75,1016.34,85.19,477.5
"3071",23.79,58.49,1011,75.39,445.87
"3072",16.55,41.93,1022.71,42.73,466.77
"3073",21.43,59.14,1015.91,64.4,448.51
"3074",18.98,60.1,1010.09,85.34,453.37
"3075",16.38,55.5,1019.8,82.44,464.58
"3076",23.26,59.21,1017.71,67.16,442.38
"3077",22.55,69.84,1006.57,76.29,438.54
"3078",10.01,40.78,1023.71,88.11,470.82
"3079",23.33,54.2,1012.47,79.48,440.11
"3080",20.89,68.63,1012.6,69.52,452.05
"3081",14.18,53.82,1016.9,64.57,465.25
"3082",8.94,42.07,1018.9,85.93,473.34
"3083",28.61,69.84,1004.02,67.26,428.25
"3084",28.59,75.08,1005.58,60.3,442.7
"3085",13.91,40.24,1017.03,85.93,466.24
"3086",32.21,71.85,1008.25,58.09,429.15
"3087",15.34,43.5,1021.18,79.44,459.77
"3088",27,69.34,1008.88,74.4,439.26
"3089",23.63,65.59,1013.1,76.95,440.56
"3090",6.79,38.5,1012.61,72.46,488.69
"3091",9.01,40.77,1022.37,90.3,470.84
"3092",17.92,44.2,1018.97,53.8,455.37
"3093",9.05,40.67,1015.57,75.48,486.55
"3094",24.17,73.18,1011.72,86.1,437.27
"3095",26.92,63.73,1010.29,68.6,440.35
"3096",15.59,52.75,1024.3,59.93,458.87
"3097",10.17,41.46,1019.34,83.04,480.13
"3098",10.66,37.5,1009.42,95.86,472.86
"3099",32.48,69.89,1013.98,46.39,434.13
"3100",29.05,68.24,1007.88,42.67,433.92
"3101",32.91,73.68,1014.49,50.62,426.28
"3102",6.1,40.07,1020.21,67.24,494.43
"3103",25.11,63.21,1012.21,83.58,443.43
"3104",7.89,71.14,1018.4,86.49,474.66
"3105",22.82,69.94,1004.65,73.47,437.32
"3106",14.13,43.41,1015.26,55.63,461.96
"3107",9.32,36.3,1027.9,77.02,478.55
"3108",11.86,40.55,1019.82,91.45,473.31
"3109",10.05,40.46,1018.71,67.38,469.06
"3110",11.22,40.22,1011.01,81.67,476.7
"3111",31.68,70.79,1004.05,54.5,429.55
"3112",10.27,42.34,1022.69,92.78,474.55
"3113",9.34,40.77,1012.14,90.81,477.36
"3114",28.83,66.44,1008.47,77.49,430.01
"3115",24.01,67.17,1007.44,86.87,443.09
"3116",9.68,41.48,1018.24,71.04,473.31
"3117",14.86,44.71,1018.3,49.46,466.38
"3118",8.74,36.3,1015.18,61.97,438.63
"3119",16.55,46.18,1009.97,96.54,455.8
"3120",27.65,48.41,1008.54,58.25,440.94
"3121",10.1,41.17,1019.18,84.87,479.95
"3122",28.75,64.84,1009.61,58.24,441.3
"3123",18.75,63.09,1018.19,87.84,450.98
"3124",18.32,45,1022.67,46.38,471.43
"3125",28.62,68.24,1010.15,69.31,428.08
"3126",11.46,39.1,1010.17,100.15,470.55
"3127",13.92,43.41,1015.12,61.64,464.76
"3128",22.89,74.78,1009.79,81.57,443.7
"3129",21.13,47.43,1006.97,64.26,448.83
"3130",24.78,68.94,1007.29,70.56,435.93
"3131",17.03,47.83,1004.94,79.68,460.43
"3132",25.41,65.12,1016.01,53.39,442.86
"3133",21.47,60.93,1006.46,87.83,442.75
"3134",10.8,41.39,1019.74,74.08,478.75
"3135",11.67,36.18,1016.03,61.44,472.76
"3136",19.61,56.65,1020.64,63.74,457.41
"3137",21.48,47.43,1006.88,63.54,449.2
"3138",21.48,66.91,1008.58,84.49,447.42
"3139",14.17,43.13,1014.94,48.62,471.08
"3140",24.15,64.63,1020.72,58.06,448.87
"3141",28.81,69.23,1013.14,39.18,433.74
"3142",16.53,46.18,1010.2,95.42,458.67
"3143",22.1,68.12,1012.71,79.77,440.08
"3144",16.22,50.88,1014.33,100.09,454.94
"3145",10.9,40.67,1016.66,65.09,482.4
"3146",13.9,40.2,1013.13,89.91,464.17
"3147",30.61,77.17,1009.49,73.19,430.46
"3148",5.9,45.87,1013.25,87,481.27
"3149",5.67,45.87,1008.91,93.29,478.44
"3150",17.82,65.94,1013.44,88.13,452.82
"3151",9.34,41.49,1020.58,97.59,471.04
"3152",27.07,66.93,1017.32,55.38,446.48
"3153",25.52,71.98,1006.89,86.94,433.42
"3154",33.37,79.05,1007.19,62.64,430.42
"3155",22.25,66.54,1004.64,89.15,437.19
"3156",28.34,63.77,1013.7,61.13,439.75
"3157",32.87,71.32,1004.36,54.69,433.15
"3158",9.84,40.72,1022.21,77.79,477.52
"3159",15.8,53.82,1015.87,68.48,463.09
"3160",21.96,71.85,1009.38,75.98,441.52
"3161",8.3,40.35,1012.37,98.17,481.77
"3162",8.39,36.3,1015.39,62.23,479.57
"3163",12.55,39.58,1010.68,76.9,472.31
"3164",24.37,65.61,1014.5,65.67,443.13
"3165",33.43,69.88,1006.86,44.84,435.59
"3166",13.04,41.04,1026.27,69.75,464.91
"3167",13.52,39.39,1012.91,84.03,474.82
"3168",11.46,38.91,1012.34,77.37,477.5
"3169",19.75,57.32,1010.76,79.29,443.63
"3170",7.19,39.37,1019.67,70.77,480.4
"3171",26.76,70.98,1007.64,90.51,437.83
"3172",29.67,71.98,1005.16,67.75,425.14
"3173",32.86,66.44,1010.98,44.99,429.32
"3174",10.02,52.75,1021.93,73.68,473.09
"3175",17.41,40.55,1003.91,76.87,461.47
"3176",26.53,65.61,1014.29,50.9,442.64
"3177",29.82,69.75,1010.09,65.02,442.6
"3178",30.56,69.14,1007.49,71,432.26
"3179",13.92,43.5,1021.14,88.44,461.45
"3180",19.94,38.52,1018.4,55.9,450.48
"3181",21.03,44.78,1007.99,36.82,459.72
"3182",31.33,65.18,1011.97,36.62,435.77
"3183",11.7,41.16,1019.58,87.49,464.12
"3184",16.94,50.59,1018.75,94.22,460.64
"3185",26.06,67.83,1009.26,66.37,432.28
"3186",15.39,42.28,1007.35,81.35,467.3
"3187",10.98,37.5,1011.12,97.51,472.34
"3188",28.41,74.16,1010.29,72.09,439.2
"3189",4.88,40.27,1012.66,74.51,491.29
"3190",6.58,40.67,1020.18,71.07,494.84
"3191",13.79,40,1016.02,70.17,461.16
"3192",27.16,71.32,1007.81,89.07,430.53
"3193",7.65,41.01,1024.31,97.17,475.89
"3194",16.3,41.16,1007.88,76.61,463.47
"3195",23.04,63.86,1019.83,59.78,446.22
"3196",25.74,65.38,1009.6,54.34,452.94
"3197",24.31,44.05,1006.16,73.3,442.69
"3198",23.43,69.23,1013.09,63.48,441.6
"3199",14.91,46.9,1019.59,98.1,461.73
"3200",31.28,75.08,1005.39,49.53,438.63
"3201",25.84,67.83,1009.26,59.55,433.32
"3202",24.57,49.82,1016.82,65.25,452.3
"3203",13.42,48.04,1011.63,99.32,461.36
"3204",25.31,65.59,1011.16,79.71,440.96
"3205",22.78,59.92,1011.28,88.78,440.87
"3206",20.19,58.86,1014.3,71.64,450.67
"3207",17.98,39.63,1005.42,82.12,466.69
"3208",22.71,75.23,1010.48,76.86,444
"3209",13.68,41.7,1019.19,84.07,464.46
"3210",24.87,65.75,1006.45,65.75,435.6
"3211",7.53,41.74,1022.45,90.85,487.25
"3212",24.97,68.61,1011,55.04,453.26
"3213",13.55,40.71,1019.13,75.44,467.21
"3214",8.66,40.11,1032.86,75.31,479.76
"3215",16.84,45.01,1016.14,75.74,456.85
"3216",23.05,68.67,1006.69,76.43,447.34
"3217",17.7,49.78,1005.19,100.09,451.24
"3218",19.39,68.61,1011.09,96.51,446.47
"3219",30.05,56.9,1007.02,41.96,437.55
"3220",19.82,63.9,1013.19,78.96,449.61
"3221",19.1,56.53,1020.18,76.38,455.52
"3222",17.47,43.56,1014.15,54.71,460.87
"3223",23.86,45.87,1007.71,48.73,446.67
"3224",26.31,63.77,1014.15,69.36,440.1
"3225",26.74,69.89,1013.96,51.82,436.02
"3226",9.94,40.46,1018.9,68.51,473.74
"3227",27.01,71.25,1000.46,87.95,431.38
"3228",21.01,51.19,1008.44,81.49,446.2
"3229",34.97,73.56,1006.57,44.69,435.15
"3230",22.51,68.63,1015.1,57.19,450.75
"3231",21.03,67.45,1015.01,68.59,447.11
"3232",29.05,75.6,1017.63,51.16,439.14
"3233",23.6,57.17,1009.84,74.27,446.05
"3234",5.62,43.65,1017.9,77.43,481.69
"3235",21.16,65.48,1016.99,72.79,446.37
"3236",21.89,58.62,1016.15,74.59,450.05
"3237",9.66,40.05,1015.78,89.06,481.14
"3238",25.69,59.07,1006.89,82.34,440.6
"3239",8.33,38.08,1018.94,73.78,481.89
"3240",7.32,41.22,1015.42,97.25,484.21
"3241",21.11,41.67,1012.44,52.86,460.33
"3242",12.25,40.75,1016.02,82.4,475.07
"3243",24.57,51.95,1005.8,70.07,448.15
"3244",16.64,48.92,1011.55,78.76,452.56
"3245",11.57,41.54,1020.13,69.14,476.89
"3246",29.23,75.6,1017.72,52.26,438.92
"3247",32.37,67.83,1008.32,57.39,426.76
"3248",26.17,58.86,1014.52,51.28,443.69
"3249",6.05,38.68,1017.46,66.13,483.5
"3250",8.64,41.66,1014.14,80.44,481.89
"3251",25.91,75.6,1018.23,62.65,443.2
"3252",25.02,59.92,1009.9,76.27,436.64
"3253",25.96,68.08,1010.86,67.07,435.84
"3254",25.5,59.27,1012.92,68.88,442.65
"3255",14.85,45.01,1013.12,85.53,460.19
"3256",19.06,44.63,1004.23,84.43,456.54
"3257",15.22,41.67,1013.18,67.17,469.93
"3258",26.07,71.37,1008.6,79.48,439.25
"3259",7.62,44.71,1020.56,69.96,486.07
"3260",16.94,49.64,1024.43,69.22,459.25
"3261",26.18,69.14,1006.54,85.95,436
"3262",21.91,48.7,1006.89,83.97,449.8
"3263",23.24,63.78,1017.1,63.8,446.95
"3264",22.48,50.05,1005.55,82.36,442.56
"3265",12.8,41.16,1022.43,86.19,462.72
"3266",26.17,66.54,1002.23,75.6,433.81
"3267",29.71,73.18,1012.35,63.06,427.04
"3268",7.41,39.16,1015.23,90.66,486.91
"3269",16.25,58.16,1018.34,78.59,458.31
"3270",14.28,44.84,1024.84,79.09,474.57
"3271",22.12,47.93,1005.5,84.47,443.41
"3272",23.06,63.9,1013.54,65.28,447.36
"3273",13.46,39.85,1012.76,72.94,472.5
"3274",26.76,49.02,1007.96,70.05,439.4
"3275",28.57,51.43,1012.02,47.79,450.04
"3276",10.31,38.18,1018.02,70.1,476.31
"3277",28.47,69.23,1013.18,40.73,434.12
"3278",8.35,40.77,1011.77,90.25,478.82
"3279",24.42,57.32,1011.46,55.92,443.94
"3280",25.64,50.05,1006.97,67.72,440.86
"3281",7.69,39.96,1023.9,89.18,478.05
"3282",11.54,45.51,1017.19,83.02,474.73
"3283",15.62,40.89,1007.01,79.21,466.15
"3284",18.74,45.09,1014.24,41.54,456.25
"3285",20.12,65.94,1009.93,76.24,447.46
"3286",17.85,48.14,1017.16,86.68,451.9
"3287",17.21,52.9,1019.91,77.31,460.88
"3288",20.99,67.07,1005.17,82.41,442.02
"3289",17.69,46.36,1019.55,86.64,462.81
"3290",20.58,49.15,1021.42,56.15,453.87
"3291",12.04,38.25,1013.08,82.45,472.13
"3292",29.07,71.64,1006.07,69.53,440.51
"3293",21.81,65.46,1013.97,52.16,444.66
"3294",9.48,40.8,1023.82,78.98,485.36
"3295",13.69,44.85,1016.89,79.87,470.78
"3296",32.18,69.75,1009.94,52.91,438.26
"3297",23.48,60.23,1011.91,79.48,437.44
"3298",27.82,76.09,1007.83,76.07,434.52
"3299",25.26,74.33,1014.79,79.56,433.49
"3300",14.12,42.99,1007.13,78.16,468.45
"3301",23.14,60.27,1018.51,80.54,442.59
"3302",17.74,50.88,1015.56,89.78,457.71
"3303",10.15,41.17,1019.38,82.3,480.71
"3304",8.35,43.79,1016.2,85.23,484.21
"3305",20.35,68.61,1011.17,86.69,450.89
"3306",22.06,45.61,1014.3,77.75,455.61
"3307",15.64,44.21,1020.17,83.28,462.42
"3308",9.32,36.66,1027.46,70.76,479.13
"3309",29.28,65.71,1013.76,48.05,445.49
"3310",7.52,39.61,1018.61,78.96,481.54
"3311",29.08,67.79,1010.91,55.96,442.78
"3312",7.55,42.85,1011.21,93.25,484.93
"3313",26.51,44.57,1007.56,52.23,445.32
"3314",26.52,63.94,1018.23,42.41,440.47
"3315",8.07,41.17,1019.4,86.43,484.54
"3316",25.35,63.21,1012.31,80.16,442.23
"3317",11.36,41.48,1012.8,76.16,465.37
"3318",11.89,40.64,1021.29,97.16,476.99
"3319",20.19,66.86,1012.97,64.7,454.84
"3320",20.04,48.92,1011.14,68.92,447.89
"3321",10.32,39.28,1016.56,94.13,478.88
"3322",12.01,41.48,1017.75,66.67,469.08
"3323",23.08,61.86,1013.44,84.64,441.44
"3324",19.81,66.54,1013.88,80.09,449.07
"3325",24.1,71.29,1007.96,67.56,442.8
"3326",14.47,39.58,1011.31,69.85,467.34
"3327",32.25,77.54,1010.46,54.57,430.86
"3328",9.51,40.81,1015.69,82.52,475.29
"3329",12.63,41.48,1009.61,87.69,461.09
"3330",30.91,76.2,1008.53,58.08,434.94
"3331",8.38,39.22,1015.03,75.14,478.82
"3332",22.63,57.17,1009.83,77.43,433.54
"3333",5.71,40.77,1022.49,87.9,487.48
"3334",13.09,43.67,1012.22,91.91,474.45
"3335",22.72,62.4,1010.28,80.79,445.22
"3336",23.67,72.24,1011.22,90.45,435.94
"3337",18.19,43.96,1011.87,79.68,464.58
"3338",25.58,47.01,1014.5,63.53,454.39
"3339",6.79,40,1019.01,81.83,480.83
"3340",19.05,62.96,1020.48,83.04,454.26
"3341",25.32,63.77,1014.55,74.69,441.5
"3342",15.09,39.52,1017.05,72.43,469.8
"3343",23.44,72.24,1011.28,88.03,438.34
"3344",8.26,44.71,1020.85,68.82,485.19
"3345",17.22,36.71,1013.77,67.92,465.32
"3346",27.46,68.08,1013.06,46.49,433.72
"3347",11.52,40.03,1017.56,87.87,472.31
"3348",27.55,63.13,1012.92,71.29,440.75
"3349",6.5,38.5,1013.92,90.1,486.78
"3350",13.35,39.58,1012.41,83.45,465.85
"3351",21.5,59.87,1019.05,76.56,444.05
"3352",22.46,48.41,1008.66,80.85,442.57
"3353",22.05,63.31,1012.39,76.95,444.37
"3354",18.28,41.1,1002,65.69,460.03
"3355",14.56,53.82,1016.37,64.46,463.64
"3356",26,70.47,1009.61,74.66,435.05
"3357",13.14,40.66,1016.47,94.76,466.95
"3358",24.17,59.44,1012.66,78.53,447.13
"3359",26.11,73.17,1009.8,65.18,434.94
"3360",9.38,44.77,1020.41,85.26,473.9
"3361",18.77,49.21,1012.2,58.69,454.86
"3362",10,39.66,1016.83,78.91,479.97
"3363",10.1,44.03,1008.11,90.29,471.59
"3364",10.35,40.27,1005.09,92.42,477.8
"3365",12.95,40.1,1015.31,86.01,471.07
"3366",21.76,47.93,1005.34,86.28,444.77
"3367",25.06,52.36,1014.7,67.98,454.13
"3368",8.39,52.72,1026.06,86.76,473.45
"3369",23.56,71.85,1009.67,74.78,439.48
"3370",23.58,58.82,1009.68,81.38,445.01
"3371",20.71,45.61,1013.64,82.39,457.4
"3372",13.4,41.78,1010.2,64.57,466.68
"3373",10.36,41.46,1017.53,92.04,478.27
"3374",13.67,42.32,1015.41,79.04,464.56
"3375",29.35,71.58,1010.07,61.8,434.45
"3376",6.61,36.24,1013.57,91.8,483.12
"3377",13.92,39.85,1012.64,68.03,473.47
"3378",27.18,62.66,1009.89,52.83,442.16
"3379",11.41,41.54,1019.94,66.49,477.89
"3380",26.61,69.13,1002.05,51.97,430.17
"3381",20.32,67.71,1007.42,63.71,446.22
"3382",20.97,44.63,1007.64,73.69,453.26
"3383",25.34,49.5,1013.25,50.8,457.12
"3384",6.22,39.85,1012.05,86.88,443.73
"3385",11.87,36.43,1023.42,79.5,474.17
"3386",11.92,41.2,1016.99,81.24,476
"3387",28.15,71.25,1000.51,81.04,431.28
"3388",28.01,65.34,1014.68,46.86,440.77
"3389",16.51,41.79,1007.1,74.03,457.74
"3390",13.51,39.31,1012.18,75.19,466.46
"3391",18.34,65.94,1013.27,85.42,451.29
"3392",10.04,41.62,1013.36,95.17,463.87
"3393",20.3,56.53,1020.27,76.49,454.12
"3394",18.6,56.85,1012.34,80.24,450.26
"3395",19.79,51.19,1008.77,94.72,447.96
"3396",11.18,39.61,1018.56,68,468.75
"3397",10.91,40.1,1014.07,91.45,478.34
"3398",18.92,46.93,1009.89,77.98,453.66
"3399",14.1,42.18,1015.05,78.25,463.3
"3400",24.69,59.92,1010.12,80.58,436.33
"3401",23.61,43.77,1011.81,56.08,444.55
"3402",27,60.96,1012.36,58.97,450.15
"3403",15.87,45,1021.92,40,470.85
"3404",30.2,74.34,1004.17,74.77,431.77
"3405",14.18,39.3,1020.1,67.48,464.32
"3406",11.23,43.67,1012.57,72.1,475.41
"3407",32.95,75.08,1005.32,47.7,436.3
"3408",24.33,46.93,1013.83,44.59,447.54
"3409",9.55,38.08,1019.34,68.38,479.23
"3410",27.58,65.27,1013.51,50.43,441.3
"3411",25.56,58.82,1010.44,70.23,441
"3412",5.74,37.8,1021.37,74.47,490.81
"3413",8.22,41.82,1032.77,71.63,477.86
"3414",23.18,59.04,1011.44,79.28,443.12
