"","height","lenght","area","eccen","p_black","p_and","mean_tr","blackpix","blackand","wb_trans","Output"
"1514",8,12,96,1.5,0.208,0.771,1.11,20,74,18,"1"
"1515",7,14,98,2,0.255,0.735,1.56,25,72,16,"1"
"1516",7,14,98,2,0.337,0.99,1.65,33,97,20,"1"
"1517",7,8,56,1.143,0.357,1,2.86,20,56,7,"1"
"1518",7,9,63,1.286,0.317,0.984,2.22,20,62,9,"1"
"1519",7,4,28,0.571,0.357,0.571,5,10,16,2,"1"
"1520",7,32,224,4.571,0.339,0.786,1.46,76,176,52,"1"
"1521",9,29,261,3.222,0.234,0.709,1.3,61,185,47,"1"
"1522",5,4,20,0.8,0.35,0.85,1.75,7,17,4,"1"
"1523",5,8,40,1.6,0.425,0.975,1.55,17,39,11,"1"
"1524",4,11,44,2.75,0.364,0.955,1.33,16,42,12,"1"
"1525",6,50,300,8.333,0.213,0.577,1.31,64,173,49,"1"
"1526",6,28,168,4.667,0.149,0.375,1.47,25,63,17,"1"
"1527",5,43,215,8.6,0.233,0.8,1.35,50,172,37,"1"
"1528",5,75,375,15,0.259,0.867,1.18,97,325,82,"1"
"1529",4,18,72,4.5,0.333,0.667,1.71,24,48,14,"1"
"1530",9,16,144,1.778,0.222,0.479,1.33,32,69,24,"1"
"1531",10,79,790,7.9,0.163,0.42,1.25,129,332,103,"1"
"1532",9,158,1422,17.556,0.217,0.535,1.45,308,761,212,"1"
"1533",1,114,114,114,0.939,1,21.4,107,114,5,"2"
"1534",1,41,41,41,0.927,1,12.67,38,41,3,"2"
"1535",4,6,24,1.5,0.333,0.792,2,8,19,4,"1"
"1536",6,49,294,8.167,0.241,0.633,1.42,71,186,50,"1"
"1537",6,32,192,5.333,0.292,0.698,1.37,56,134,41,"1"
"1538",7,37,259,5.286,0.243,0.71,1.34,63,184,47,"1"
"1539",6,19,114,3.167,0.254,0.956,1.16,29,109,25,"1"
"1540",6,28,168,4.667,0.292,0.875,1.29,49,147,38,"1"
"1541",6,12,72,2,0.319,0.653,2.09,23,47,11,"1"
"1542",4,28,112,7,0.455,1,1.27,51,112,40,"1"
"1543",1,33,33,33,0.667,1,3.67,22,33,6,"2"
"1544",14,29,406,2.071,0.14,0.502,1.63,57,204,35,"1"
"1545",1,106,106,106,0.858,1,15.17,91,106,6,"2"
"1546",10,12,120,1.2,0.183,0.392,2.2,22,47,10,"1"
"1547",9,16,144,1.778,0.16,0.5,1.92,23,72,12,"1"
"1548",9,16,144,1.778,0.208,0.542,2.14,30,78,14,"1"
"1549",8,11,88,1.375,0.159,0.477,1.75,14,42,8,"1"
"1550",7,27,189,3.857,0.164,0.397,2.58,31,75,12,"1"
"1551",6,6,36,1,0.306,0.556,3.67,11,20,3,"1"
"1552",6,13,78,2.167,0.295,0.897,1.64,23,70,14,"1"
"1553",7,41,287,5.857,0.209,0.652,1.36,60,187,44,"1"
"1554",7,41,287,5.857,0.22,0.756,1.47,63,217,43,"1"
"1555",6,7,42,1.167,0.405,0.833,1.89,17,35,9,"1"
"1556",6,13,78,2.167,0.295,0.872,1.44,23,68,16,"1"
"1557",6,41,246,6.833,0.232,0.927,1.3,57,228,44,"1"
"1558",6,40,240,6.667,0.221,0.983,1.26,53,236,42,"1"
"1559",6,7,42,1.167,0.31,0.786,1.86,13,33,7,"1"
"1560",4,12,48,3,0.146,1,1,7,48,7,"1"
"1561",7,41,287,5.857,0.213,0.861,1.33,61,247,46,"1"
"1562",6,40,240,6.667,0.313,0.996,1.27,75,239,59,"1"
"1563",1,12,12,12,0.583,1,1.75,7,12,4,"1"
"1564",6,11,66,1.833,0.333,0.803,1.69,22,53,13,"1"
"1565",4,12,48,3,0.292,1,1.4,14,48,10,"1"
"1566",6,41,246,6.833,0.224,0.85,1.2,55,209,46,"1"
"1567",7,40,280,5.714,0.229,0.686,1.28,64,192,50,"1"
"1568",9,23,207,2.556,0.213,0.507,1.57,44,105,28,"1"
"1569",9,23,207,2.556,0.246,0.57,1.82,51,118,28,"1"
"1570",8,17,136,2.125,0.265,0.566,1.71,36,77,21,"1"
"1571",7,37,259,5.286,0.301,0.691,1.81,78,179,43,"1"
"1572",7,54,378,7.714,0.267,0.619,1.42,101,234,71,"1"
"1573",5,32,160,6.4,0.431,0.988,1.47,69,158,47,"1"
"1574",5,13,65,2.6,0.415,0.938,1.69,27,61,16,"1"
"1575",6,17,102,2.833,0.255,0.745,1.18,26,76,22,"1"
"1576",6,13,78,2.167,0.308,0.872,1.6,24,68,15,"1"
"1577",6,14,84,2.333,0.274,0.893,1.64,23,75,14,"1"
"1578",6,14,84,2.333,0.274,0.929,1.28,23,78,18,"1"
"1579",6,17,102,2.833,0.382,0.951,1.63,39,97,24,"1"
"1580",5,13,65,2.6,0.262,0.692,1.42,17,45,12,"1"
"1581",5,13,65,2.6,0.246,0.831,1.33,16,54,12,"1"
"1582",4,14,56,3.5,0.268,0.732,1.67,15,41,9,"1"
"1583",6,24,144,4,0.257,0.771,1.42,37,111,26,"1"
"1584",6,13,78,2.167,0.282,0.936,1.57,22,73,14,"1"
"1585",7,41,287,5.857,0.185,0.638,1.51,53,183,35,"1"
"1586",7,41,287,5.857,0.226,0.784,1.48,65,225,44,"1"
"1587",1,27,27,27,0.407,1,1.83,11,27,6,"2"
"1588",1,41,41,41,0.78,1,4.57,32,41,7,"2"
"1589",10,12,120,1.2,0.225,0.558,2.7,27,67,10,"1"
"1590",9,21,189,2.333,0.175,0.513,1.65,33,97,20,"1"
"1591",9,15,135,1.667,0.178,0.556,1.6,24,75,15,"1"
"1592",9,17,153,1.889,0.183,0.529,1.75,28,81,16,"1"
"1593",10,19,190,1.9,0.142,0.326,3,27,62,9,"1"
"1594",10,12,120,1.2,0.142,0.317,2.83,17,38,6,"1"
"1595",8,16,128,2,0.242,0.602,1.94,31,77,16,"1"
"1596",7,16,112,2.286,0.25,0.527,2,28,59,14,"1"
"1597",1,22,22,22,0.5,1,1.83,11,22,6,"2"
"1598",3,9,27,3,0.296,1,1.33,8,27,6,"1"
"1599",10,58,580,5.8,0.081,0.224,1.62,47,130,29,"1"
"1600",7,182,1274,26,0.203,0.62,1.27,259,790,204,"1"
"1601",9,73,657,8.111,0.174,0.434,1.44,114,285,79,"1"
"1602",9,107,963,11.889,0.204,0.683,1.42,196,658,138,"1"
"1603",9,18,162,2,0.278,0.716,1.67,45,116,27,"1"
"1604",7,125,875,17.857,0.27,0.858,1.4,236,751,168,"1"
"1605",10,53,530,5.3,0.215,0.781,1.44,114,414,79,"1"
"1606",8,43,344,5.375,0.212,0.721,1.4,73,248,52,"1"
"1607",7,8,56,1.143,0.375,0.964,1.62,21,54,13,"1"
"1608",8,30,240,3.75,0.233,0.833,1.24,56,200,45,"1"
"1609",6,59,354,9.833,0.268,0.692,1.27,95,245,75,"1"
"1610",6,7,42,1.167,0.262,0.786,1.83,11,33,6,"1"
"1611",5,17,85,3.4,0.4,0.965,1.31,34,82,26,"1"
"1612",5,3,15,0.6,0.6,1,4.5,9,15,2,"1"
"1613",7,6,42,0.857,0.476,0.881,1.82,20,37,11,"1"
"1614",7,33,231,4.714,0.342,0.74,1.49,79,171,53,"1"
"1615",7,19,133,2.714,0.406,1,1.69,54,133,32,"1"
"1616",7,17,119,2.429,0.395,0.782,1.81,47,93,26,"1"
"1617",7,16,112,2.286,0.304,0.696,1.36,34,78,25,"1"
"1618",9,19,171,2.111,0.269,0.643,1.35,46,110,34,"1"
"1619",7,18,126,2.571,0.27,0.714,1.36,34,90,25,"1"
"1620",6,6,36,1,0.361,0.778,1.63,13,28,8,"1"
"1621",5,11,55,2.2,0.345,0.873,1.46,19,48,13,"1"
"1622",5,16,80,3.2,0.425,1,1.36,34,80,25,"1"
"1623",5,8,40,1.6,0.6,0.975,2.18,24,39,11,"1"
"1624",7,29,203,4.143,0.286,0.67,1.71,58,136,34,"1"
"1625",9,21,189,2.333,0.243,0.757,1.31,46,143,35,"1"
"1626",9,46,414,5.111,0.242,0.737,1.47,100,305,68,"1"
"1627",9,8,72,0.889,0.264,1,1.27,19,72,15,"1"
"1628",9,55,495,6.111,0.251,0.808,1.43,124,400,87,"1"
"1629",8,23,184,2.875,0.277,0.832,1.7,51,153,30,"1"
"1630",7,49,343,7,0.318,0.735,1.54,109,252,71,"1"
"1631",5,17,85,3.4,0.412,0.941,1.75,35,80,20,"1"
"1632",5,3,15,0.6,0.6,0.867,4.5,9,13,2,"1"
"1633",8,26,208,3.25,0.25,0.808,1.37,52,168,38,"1"
"1634",8,27,216,3.375,0.208,0.852,1.45,45,184,31,"1"
"1635",7,14,98,2,0.327,1,1.6,32,98,20,"1"
"1636",7,18,126,2.571,0.206,0.651,2.17,26,82,12,"1"
"1637",7,9,63,1.286,0.349,0.905,2.2,22,57,10,"1"
"1638",7,4,28,0.571,0.286,0.964,8,8,27,1,"1"
"1639",7,14,98,2,0.296,0.898,1.61,29,88,18,"1"
"1640",7,19,133,2.714,0.331,0.767,1.42,44,102,31,"1"
"1641",8,27,216,3.375,0.269,0.764,1.29,58,165,45,"1"
"1642",7,4,28,0.571,0.321,1,3,9,28,3,"1"
"1643",7,38,266,5.429,0.301,0.85,1.45,80,226,55,"1"
"1644",7,33,231,4.714,0.299,0.848,1.44,69,196,48,"1"
"1645",7,9,63,1.286,0.365,0.857,1.77,23,54,13,"1"
"1646",7,6,42,0.857,0.452,1,1.9,19,42,10,"1"
"1647",7,30,210,4.286,0.352,0.79,1.54,74,166,48,"1"
"1648",7,8,56,1.143,0.286,0.732,1.78,16,41,9,"1"
"1649",9,46,414,5.111,0.242,0.575,1.43,100,238,70,"1"
"1650",9,220,1980,24.444,0.23,0.758,1.44,456,1501,316,"1"
"1651",8,38,304,4.75,0.25,0.73,1.38,76,222,55,"1"
"1652",9,251,2259,27.889,0.187,0.672,1.33,423,1517,317,"1"
"1653",10,151,1510,15.1,0.193,0.77,1.48,291,1162,197,"1"
"1654",7,29,203,4.143,0.305,0.837,1.48,62,170,42,"1"
"1655",7,13,91,1.857,0.264,0.648,1.41,24,59,17,"1"
"1656",7,54,378,7.714,0.254,0.608,1.39,96,230,69,"1"
"1657",7,7,49,1,0.408,0.857,2.22,20,42,9,"1"
"1658",7,11,77,1.571,0.312,0.844,1.5,24,65,16,"1"
"1659",9,49,441,5.444,0.265,0.744,1.6,117,328,73,"1"
"1660",7,27,189,3.857,0.28,0.947,1.33,53,179,40,"1"
"1661",7,21,147,3,0.354,0.939,1.63,52,138,32,"1"
"1662",7,19,133,2.714,0.346,1,1.44,46,133,32,"1"
"1663",8,41,328,5.125,0.232,0.527,1.55,76,173,49,"1"
"1664",8,63,504,7.875,0.256,0.694,1.52,129,350,85,"1"
"1665",8,47,376,5.875,0.221,0.702,1.26,83,264,66,"1"
"1666",9,56,504,6.222,0.21,0.603,1.26,106,304,84,"1"
"1667",9,22,198,2.444,0.192,0.697,1.31,38,138,29,"1"
"1668",9,5,45,0.556,0.244,0.867,2.2,11,39,5,"1"
"1669",6,22,132,3.667,0.326,1,1.3,43,132,33,"1"
"1670",7,16,112,2.286,0.259,0.705,1.38,29,79,21,"1"
"1671",8,81,648,10.125,0.221,0.591,1.29,143,383,111,"1"
"1672",5,15,75,3,0.36,0.933,1.35,27,70,20,"1"
"1673",5,5,25,1,0.44,1,1.57,11,25,7,"1"
"1674",9,135,1215,15,0.249,0.626,1.56,302,761,193,"1"
"1675",7,21,147,3,0.34,0.85,1.35,50,125,37,"1"
"1676",7,87,609,12.429,0.232,0.589,1.27,141,359,111,"1"
"1677",7,8,56,1.143,0.375,1,1.62,21,56,13,"1"
"1678",7,35,245,5,0.31,1,1.55,76,245,49,"1"
"1679",7,14,98,2,0.388,0.847,1.65,38,83,23,"1"
"1680",7,11,77,1.571,0.364,0.922,1.75,28,71,16,"1"
"1681",7,13,91,1.857,0.297,0.835,1.69,27,76,16,"1"
"1682",7,9,63,1.286,0.317,0.81,1.54,20,51,13,"1"
"1683",7,41,287,5.857,0.345,0.777,1.55,99,223,64,"1"
"1684",7,46,322,6.571,0.354,1,1.46,114,322,78,"1"
"1685",7,20,140,2.857,0.35,0.757,1.58,49,106,31,"1"
"1686",5,14,70,2.8,0.414,0.943,1.38,29,66,21,"1"
"1687",10,262,2620,26.2,0.179,0.606,1.36,469,1587,344,"1"
"1688",10,49,490,4.9,0.196,0.751,1.26,96,368,76,"1"
"1689",7,21,147,3,0.327,0.728,1.41,48,107,34,"1"
"1690",9,49,441,5.444,0.231,0.685,1.46,102,302,70,"1"
"1691",7,23,161,3.286,0.248,0.944,1.21,40,152,33,"1"
"1692",7,5,35,0.714,0.257,0.571,2.25,9,20,4,"1"
"1693",9,37,333,4.111,0.213,0.706,1.54,71,235,46,"1"
"1694",6,17,102,2.833,0.275,0.824,1.33,28,84,21,"1"
"1695",6,11,66,1.833,0.303,0.712,1.54,20,47,13,"1"
"1696",6,6,36,1,0.417,0.944,1.5,15,34,10,"1"
"1697",9,214,1926,23.778,0.23,0.748,1.44,443,1440,307,"1"
"1698",7,43,301,6.143,0.246,0.947,1.32,74,285,56,"1"
"1699",9,56,504,6.222,0.196,0.617,1.24,99,311,80,"1"
"1700",7,11,77,1.571,0.312,0.987,1.2,24,76,20,"1"
"1701",7,33,231,4.714,0.342,0.848,1.98,79,196,40,"1"
"1702",8,23,184,2.875,0.31,0.88,1.84,57,162,31,"1"
"1703",7,23,161,3.286,0.329,1,1.39,53,161,38,"1"
"1704",7,11,77,1.571,0.351,0.922,1.59,27,71,17,"1"
"1705",7,20,140,2.857,0.364,0.871,1.46,51,122,35,"1"
"1706",7,49,343,7,0.3,0.72,1.34,103,247,77,"1"
"1707",10,38,380,3.8,0.195,0.55,1.48,74,209,50,"1"
"1708",7,15,105,2.143,0.314,1,1.57,33,105,21,"1"
"1709",7,66,462,9.429,0.294,0.924,1.46,136,427,93,"1"
"1710",9,54,486,6,0.27,0.852,1.49,131,414,88,"1"
"1711",9,49,441,5.444,0.272,0.791,1.38,120,349,87,"1"
"1712",8,11,88,1.375,0.25,0.83,1.29,22,73,17,"1"
"1713",7,36,252,5.143,0.365,0.96,1.67,92,242,55,"1"
"1714",7,29,203,4.143,0.36,0.936,1.4,73,190,52,"1"
"1715",7,11,77,1.571,0.351,0.961,1.35,27,74,20,"1"
"1716",7,26,182,3.714,0.352,1,1.36,64,182,47,"1"
"1717",7,9,63,1.286,0.286,0.968,1.2,18,61,15,"1"
"1718",7,31,217,4.429,0.276,0.788,1.25,60,171,48,"1"
"1719",7,9,63,1.286,0.381,0.952,1.85,24,60,13,"1"
"1720",8,27,216,3.375,0.236,0.685,1.31,51,148,39,"1"
"1721",8,4,32,0.5,0.375,1,2.4,12,32,5,"1"
"1722",8,5,40,0.625,0.375,0.95,1.67,15,38,9,"1"
"1723",5,5,25,1,0.52,1,2.17,13,25,6,"1"
"1724",7,15,105,2.143,0.229,0.981,1.41,24,103,17,"1"
"1725",7,37,259,5.286,0.305,1,1.46,79,259,54,"1"
"1726",7,9,63,1.286,0.302,0.905,1.46,19,57,13,"1"
"1727",7,11,77,1.571,0.364,1,1.33,28,77,21,"1"
"1728",7,19,133,2.714,0.361,0.917,1.5,48,122,32,"1"
"1729",7,8,56,1.143,0.357,0.893,2.22,20,50,9,"1"
"1730",9,55,495,6.111,0.259,0.699,1.47,128,346,87,"1"
"1731",7,29,203,4.143,0.365,0.946,2,74,192,37,"1"
"1732",7,4,28,0.571,0.25,0.857,2.33,7,24,3,"1"
"1733",7,14,98,2,0.337,0.98,1.83,33,96,18,"1"
"1734",7,17,119,2.429,0.286,0.916,1.31,34,109,26,"1"
"1735",7,38,266,5.429,0.226,0.639,1.4,60,170,43,"1"
"1736",8,23,184,2.875,0.239,0.554,1.76,44,102,25,"1"
"1737",9,41,369,4.556,0.244,0.661,1.32,90,244,68,"1"
"1738",6,33,198,5.5,0.268,0.848,1.39,53,168,38,"1"
"1739",6,4,24,0.667,0.458,1,2.2,11,24,5,"1"
"1740",6,19,114,3.167,0.36,0.711,1.58,41,81,26,"1"
"1741",6,49,294,8.167,0.286,0.694,1.38,84,204,61,"1"
"1742",7,13,91,1.857,0.297,0.857,1.17,27,78,23,"1"
"1743",7,13,91,1.857,0.374,0.978,1.79,34,89,19,"1"
"1744",7,30,210,4.286,0.305,0.871,1.64,64,183,39,"1"
"1745",7,14,98,2,0.378,1,1.95,37,98,19,"1"
"1746",7,14,98,2,0.337,0.786,1.38,33,77,24,"1"
"1747",7,18,126,2.571,0.365,0.968,2,46,122,23,"1"
"1748",7,7,49,1,0.245,1,1.71,12,49,7,"1"
"1749",7,26,182,3.714,0.269,0.929,1.23,49,169,40,"1"
"1750",6,17,102,2.833,0.324,1,1.32,33,102,25,"1"
"1751",6,9,54,1.5,0.296,0.796,1.23,16,43,13,"1"
"1752",6,26,156,4.333,0.34,0.974,1.33,53,152,40,"1"
"1753",5,5,25,1,0.36,1,1.29,9,25,7,"1"
"1754",9,48,432,5.333,0.273,0.685,1.42,118,296,83,"1"
"1755",7,31,217,4.429,0.313,0.853,1.58,68,185,43,"1"
"1756",7,42,294,6,0.333,0.844,1.46,98,248,67,"1"
"1757",7,46,322,6.571,0.304,0.745,1.53,98,240,64,"1"
"1758",5,11,55,2.2,0.455,1,1.67,25,55,15,"1"
"1759",9,21,189,2.333,0.206,0.778,1.22,39,147,32,"1"
"1760",9,58,522,6.444,0.203,0.531,1.34,106,277,79,"1"
"1761",9,49,441,5.444,0.265,0.653,1.36,117,288,86,"1"
"1762",9,8,72,0.889,0.222,0.736,1.78,16,53,9,"1"
"1763",9,22,198,2.444,0.227,0.934,1.61,45,185,28,"1"
"1764",7,32,224,4.571,0.232,0.804,1.3,52,180,40,"1"
"1765",9,19,171,2.111,0.222,0.673,1.31,38,115,29,"1"
"1766",6,18,108,3,0.306,0.787,1.32,33,85,25,"1"
"1767",7,15,105,2.143,0.333,0.838,1.46,35,88,24,"1"
"1768",7,16,112,2.286,0.304,0.955,1.13,34,107,30,"1"
"1769",9,32,288,3.556,0.24,0.913,1.5,69,263,46,"1"
"1770",7,56,392,8,0.227,0.602,1.25,89,236,71,"1"
"1771",8,16,128,2,0.234,0.922,1.58,30,118,19,"1"
"1772",6,7,42,1.167,0.262,0.786,1.38,11,33,8,"1"
"1773",6,33,198,5.5,0.247,0.813,1.2,49,161,41,"1"
"1774",6,10,60,1.667,0.333,0.75,1.54,20,45,13,"1"
"1775",6,25,150,4.167,0.273,0.787,1.17,41,118,35,"1"
"1776",9,19,171,2.111,0.251,0.977,1.34,43,167,32,"1"
"1777",9,29,261,3.222,0.234,0.889,1.39,61,232,44,"1"
"1778",9,49,441,5.444,0.247,0.721,1.51,109,318,72,"1"
"1779",7,13,91,1.857,0.363,0.934,2.2,33,85,15,"1"
"1780",8,57,456,7.125,0.268,0.798,1.45,122,364,84,"1"
"1781",8,54,432,6.75,0.275,0.778,1.37,119,336,87,"1"
"1782",8,11,88,1.375,0.318,1,1.4,28,88,20,"1"
"1783",7,24,168,3.429,0.274,0.661,1.48,46,111,31,"1"
"1784",7,38,266,5.429,0.259,0.688,1.5,69,183,46,"1"
"1785",9,23,207,2.556,0.222,0.816,1.35,46,169,34,"1"
"1786",9,49,441,5.444,0.222,0.687,1.27,98,303,77,"1"
"1787",7,43,301,6.143,0.249,0.807,1.29,75,243,58,"1"
"1788",7,8,56,1.143,0.357,0.804,2,20,45,10,"1"
"1789",7,19,133,2.714,0.398,0.977,1.77,53,130,30,"1"
"1790",5,7,35,1.4,0.429,0.971,1.36,15,34,11,"1"
"1791",5,6,30,1.2,0.3,1,1.8,9,30,5,"1"
"1792",10,262,2620,26.2,0.19,0.601,1.32,499,1575,377,"1"
"1793",7,17,119,2.429,0.353,0.79,1.56,42,94,27,"1"
"1794",7,9,63,1.286,0.349,0.746,1.83,22,47,12,"1"
"1795",7,40,280,5.714,0.336,0.971,1.57,94,272,60,"1"
"1796",7,48,336,6.857,0.33,0.821,1.44,111,276,77,"1"
"1797",8,25,200,3.125,0.285,0.88,1.36,57,176,42,"1"
"1798",7,13,91,1.857,0.396,1,1.33,36,91,27,"1"
"1799",7,16,112,2.286,0.339,1,1.41,38,112,27,"1"
"1800",7,38,266,5.429,0.248,0.955,1.32,66,254,50,"1"
"1801",5,7,35,1.4,0.457,1,2,16,35,8,"1"
"1802",10,9,90,0.9,0.222,1,1.25,20,90,16,"1"
"1803",10,47,470,4.7,0.198,0.781,1.29,93,367,72,"1"
"1804",8,16,128,2,0.258,0.945,1.18,33,121,28,"1"
"1805",8,6,48,0.75,0.313,0.813,1.88,15,39,8,"1"
"1806",7,26,182,3.714,0.302,0.912,1.53,55,166,36,"1"
"1807",9,65,585,7.222,0.222,0.786,1.35,130,460,96,"1"
"1808",7,18,126,2.571,0.27,0.825,1.31,34,104,26,"1"
"1809",8,21,168,2.625,0.232,0.643,1.3,39,108,30,"1"
"1810",5,13,65,2.6,0.4,1,1.18,26,65,22,"1"
"1811",8,93,744,11.625,0.185,0.538,1.24,138,400,111,"1"
"1812",7,21,147,3,0.293,0.81,1.34,43,119,32,"1"
"1813",7,27,189,3.857,0.079,0.175,2.5,15,33,6,"1"
"1814",7,44,308,6.286,0.218,0.734,1.26,67,226,53,"1"
"1815",7,19,133,2.714,0.248,0.624,1.5,33,83,22,"1"
"1816",7,24,168,3.429,0.232,0.851,1.22,39,143,32,"1"
"1817",7,39,273,5.571,0.253,0.853,1.33,69,233,52,"1"
"1818",7,11,77,1.571,0.325,0.935,1.39,25,72,18,"1"
"1819",7,15,105,2.143,0.229,0.886,1.6,24,93,15,"1"
"1820",7,13,91,1.857,0.363,1,1.94,33,91,17,"1"
"1821",7,4,28,0.571,0.286,1,2,8,28,4,"1"
"1822",7,18,126,2.571,0.365,0.952,1.53,46,120,30,"1"
"1823",7,13,91,1.857,0.33,0.835,1.43,30,76,21,"1"
"1824",7,40,280,5.714,0.336,0.782,1.47,94,219,64,"1"
"1825",9,47,423,5.222,0.279,0.773,1.53,118,327,77,"1"
"1826",7,7,49,1,0.347,0.98,2.13,17,48,8,"1"
"1827",7,11,77,1.571,0.403,0.974,1.48,31,75,21,"1"
"1828",9,30,270,3.333,0.27,0.796,1.4,73,215,52,"1"
"1829",7,20,140,2.857,0.257,0.879,1.13,36,123,32,"1"
"1830",7,11,77,1.571,0.364,0.727,1.56,28,56,18,"1"
"1831",7,23,161,3.286,0.329,0.845,1.66,53,136,32,"1"
"1832",7,9,63,1.286,0.333,0.952,1.4,21,60,15,"1"
"1833",7,13,91,1.857,0.308,0.934,1.65,28,85,17,"1"
"1834",7,19,133,2.714,0.286,0.669,1.36,38,89,28,"1"
"1835",5,28,140,5.6,0.307,0.814,1.3,43,114,33,"1"
"1836",5,32,160,6.4,0.35,0.863,1.33,56,138,42,"1"
"1837",5,24,120,4.8,0.375,0.95,1.45,45,114,31,"1"
"1838",5,19,95,3.8,0.442,0.937,1.5,42,89,28,"1"
"1839",9,54,486,6,0.191,0.741,1.24,93,360,75,"1"
"1840",9,39,351,4.333,0.239,0.624,1.53,84,219,55,"1"
"1841",7,57,399,8.143,0.273,0.659,1.3,109,263,84,"1"
"1842",7,10,70,1.429,0.329,1,1.77,23,70,13,"1"
"1843",7,32,224,4.571,0.277,0.83,1.41,62,186,44,"1"
"1844",6,6,36,1,0.361,1,1.44,13,36,9,"1"
"1845",6,21,126,3.5,0.349,1,1.33,44,126,33,"1"
"1846",6,7,42,1.167,0.357,0.762,2.14,15,32,7,"1"
"1847",7,5,35,0.714,0.371,0.829,1.86,13,29,7,"1"
"1848",7,13,91,1.857,0.319,0.846,1.61,29,77,18,"1"
"1849",7,9,63,1.286,0.381,0.857,2,24,54,12,"1"
"1850",7,35,245,5,0.302,0.939,1.48,74,230,50,"1"
"1851",7,14,98,2,0.357,0.969,1.52,35,95,23,"1"
"1852",7,11,77,1.571,0.39,0.792,1.58,30,61,19,"1"
"1853",7,20,140,2.857,0.379,1,1.61,53,140,33,"1"
"1854",7,31,217,4.429,0.318,0.839,1.35,69,182,51,"1"
"1855",7,23,161,3.286,0.286,0.677,1.59,46,109,29,"1"
"1856",7,39,273,5.571,0.293,0.733,1.43,80,200,56,"1"
"1857",7,7,49,1,0.245,0.878,1.71,12,43,7,"1"
"1858",8,39,312,4.875,0.224,0.824,1.21,70,257,58,"1"
"1859",7,54,378,7.714,0.235,0.799,1.53,89,302,58,"1"
"1860",7,32,224,4.571,0.268,0.83,1.28,60,186,47,"1"
"1861",7,51,357,7.286,0.322,0.784,1.49,115,280,77,"1"
"1862",7,48,336,6.857,0.268,0.652,1.61,90,219,56,"1"
"1863",7,13,91,1.857,0.286,0.989,1.73,26,90,15,"1"
"1864",7,8,56,1.143,0.268,0.679,1.15,15,38,13,"1"
"1865",7,17,119,2.429,0.227,0.891,1.5,27,106,18,"1"
"1866",7,10,70,1.429,0.286,0.829,1.33,20,58,15,"1"
"1867",7,11,77,1.571,0.286,0.909,1.29,22,70,17,"1"
"1868",10,13,130,1.3,0.231,0.8,1.76,30,104,17,"1"
"1869",6,11,66,1.833,0.364,0.955,1.33,24,63,18,"1"
"1870",7,19,133,2.714,0.346,0.842,1.77,46,112,26,"1"
"1871",7,14,98,2,0.214,0.786,1.11,21,77,19,"1"
"1872",8,20,160,2.5,0.206,0.813,1.38,33,130,24,"1"
"1873",6,26,156,4.333,0.288,0.872,1.29,45,136,35,"1"
"1874",8,30,240,3.75,0.225,0.671,1.23,54,161,44,"1"
"1875",8,10,80,1.25,0.238,0.925,1.73,19,74,11,"1"
"1876",7,13,91,1.857,0.341,0.846,1.82,31,77,17,"1"
"1877",7,39,273,5.571,0.33,0.853,1.43,90,233,63,"1"
"1878",5,18,90,3.6,0.467,0.867,1.91,42,78,22,"1"
"1879",6,16,96,2.667,0.198,0.76,2.38,19,73,8,"1"
"1880",7,27,189,3.857,0.37,0.841,1.79,70,159,39,"1"
"1881",7,8,56,1.143,0.357,0.786,1.54,20,44,13,"1"
"1882",7,17,119,2.429,0.261,0.95,1.82,31,113,17,"1"
"1883",7,11,77,1.571,0.364,0.922,2,28,71,14,"1"
"1884",7,11,77,1.571,0.299,0.779,1.64,23,60,14,"1"
"1885",7,23,161,3.286,0.342,0.783,1.45,55,126,38,"1"
"1886",7,7,49,1,0.327,1,1.33,16,49,12,"1"
"1887",7,8,56,1.143,0.339,0.875,2.38,19,49,8,"1"
"1888",6,13,78,2.167,0.269,0.667,1.5,21,52,14,"1"
"1889",7,16,112,2.286,0.286,0.705,1.88,32,79,17,"1"
"1890",6,28,168,4.667,0.369,0.78,1.77,62,131,35,"1"
"1891",7,34,238,4.857,0.273,0.584,1.55,65,139,42,"1"
"1892",7,18,126,2.571,0.286,0.627,1.57,36,79,23,"1"
"1893",7,11,77,1.571,0.351,0.727,1.5,27,56,18,"1"
"1894",7,21,147,3,0.327,0.912,1.71,48,134,28,"1"
"1895",7,14,98,2,0.286,0.755,1.56,28,74,18,"1"
"1896",7,52,364,7.429,0.272,0.788,1.22,99,287,81,"1"
"1897",1,14,14,14,0.571,1,2.67,8,14,3,"1"
"1898",5,18,90,3.6,0.4,0.811,1.64,36,73,22,"1"
"1899",5,36,180,7.2,0.406,0.961,1.35,73,173,54,"1"
"1900",7,11,77,1.571,0.377,0.948,1.38,29,73,21,"1"
"1901",9,29,261,3.222,0.287,0.747,1.53,75,195,49,"1"
"1902",9,37,333,4.111,0.228,0.586,1.27,76,195,60,"1"
"1903",7,16,112,2.286,0.295,0.92,1.18,33,103,28,"1"
"1904",8,26,208,3.25,0.236,0.779,1.26,49,162,39,"1"
"1905",7,11,77,1.571,0.299,0.727,1.35,23,56,17,"1"
"1906",5,13,65,2.6,0.477,0.938,1.48,31,61,21,"1"
"1907",5,7,35,1.4,0.543,1,2.11,19,35,9,"1"
